Chain,Location Number,Location ID,State/ Province,Latitude,Longitude
Wal-Mart,5685,Wal-Mart5685,CA,34.279663,-118.742096
Wal-Mart,5686,Wal-Mart5686,CA,34.188192,-118.325203
Wal-Mart,5687,Wal-Mart5687,CA,33.657683,-117.740069
Wal-Mart,5701,Wal-Mart5701,CA,36.734905,-120.043442
Wal-Mart,5710,Wal-Mart5710,CA,37.694565,-120.992477
Wal-Mart,5751,Wal-Mart5751,CA,36.7058,-121.668627
Wal-Mart,5766,Wal-Mart5766,CA,37.149551,-121.655104
Wal-Mart,5807,Wal-Mart5807,CA,33.910854,-118.206619
Wal-Mart,5843,Wal-Mart5843,CA,37.464279,-121.141654
Wal-Mart,5848,Wal-Mart5848,CA,38.391903,-121.41626
Wal-Mart,5859,Wal-Mart5859,CA,35.603796,-119.359534
Wal-Mart,5874,Wal-Mart5874,CA,33.827288,-118.352071
Wal-Mart,5884,Wal-Mart5884,CA,37.256957,-121.87615
Wal-Mart,5886,Wal-Mart5886,CA,33.069275,-117.265862
Wal-Mart,5890,Wal-Mart5890,CA,37.340481,-120.609118
Wal-Mart,5930,Wal-Mart5930,CA,33.858204,-117.918686
Wal-Mart,5938,Wal-Mart5938,CA,32.5866649,-117.0925621
Wal-Mart,5954,Wal-Mart5954,CA,34.07292,-117.886896
Wal-Mart,5956,Wal-Mart5956,CA,36.296471,-119.310936
Wal-Mart,5996,Wal-Mart5996,CA,33.128435,-117.062591
Cell of Knoxville,13596,Cell of Knoxville13596,CA,32.7993017,-117.2346514
Cell of Knoxville,13945,Cell of Knoxville13945,CA,34.07095,-117.77829
Cell of Knoxville,13977,Cell of Knoxville13977,CA,34.019451,-117.680832
Cell of Knoxville,14024,Cell of Knoxville14024,CA,34.067234,-117.991989
Cell of Knoxville,17981,Cell of Knoxville17981,CA,34.07618,-117.71965
TCC,22943,TCC22943,CA,34.054153,-117.773109
TCC,23034,TCC23034,CA,34.0626778,-117.7362373
TCC,25047,TCC25047,CA,33.847553,-117.924255
TCC,26781,TCC26781,CA,33.759804,-117.864883
TCC,26910,TCC26910,CA,32.7551351,-117.1439465
Wireless Zone,33092,Wireless Zone33092,CA,34.079338,-117.741753
Regional,56,Regional0056,CA,33.896032,-118.048857
Regional,208,Regional0208,CA,33.713375,-116.292301
Regional,250,Regional0250,CA,33.825407,-118.310334
Regional,316,Regional0316,CA,34.013459,-117.740636
Regional,758,Regional0758,CA,33.639971,-117.600013
Regional,759,Regional0759,CA,34.061999,-117.213328
Regional,769,Regional0769,CA,33.728925,-117.788598
Regional,773,Regional0773,CA,33.831344,-118.091142
Regional,774,Regional0774,CA,34.105008,-117.555228
Regional,775,Regional0775,CA,33.530936,-117.149212
Regional,785,Regional0785,CA,33.807616,-118.12295
Regional,790,Regional0790,CA,35.381415,-119.089682
Regional,791,Regional0791,CA,34.599355,-118.145324
Regional,795,Regional0795,CA,36.851975,-119.791092
Regional,1001,Regional1001,CA,34.468752,-117.350922
Regional,1013,Regional1013,CA,32.781666,-117.126183
Regional,1019,Regional1019,CA,37.64048,-122.420323
Regional,1026,Regional1026,CA,33.815776,-116.493268
Regional,1030,Regional1030,CA,33.854523,-117.919778
Regional,1041,Regional1041,CA,34.109208,-117.682124
Regional,1043,Regional1043,CA,38.005063,-121.833674
Regional,1048,Regional1048,CA,33.918055,-117.455042
Regional,1050,Regional1050,CA,33.444626,-117.613296
Regional,1086,Regional1086,CA,37.700647,-121.066568
Regional,1087,Regional1087,CA,38.672124,-121.157597
Regional,1132,Regional1132,CA,37.598895,-122.067586
Regional,1143,Regional1143,CA,38.372375,-121.958418
Regional,1144,Regional1144,CA,34.191734,-118.332852
Regional,1148,Regional1148,CA,38.453845,-121.40379
Regional,1150,Regional1150,CA,37.694299,-121.744432
Regional,1162,Regional1162,CA,34.220677,-118.60721
Regional,1170,Regional1170,CA,34.107868,-117.8193
Regional,1201,Regional1201,CA,39.71645,-121.798706
Regional,1207,Regional1207,CA,38.788855,-121.280495
Regional,1510,Regional1510,CA,34.426594,-118.540231
Regional,1540,Regional1540,CA,38.677465,-121.273704
Regional,1541,Regional1541,CA,36.809963,-119.698593
Regional,1545,Regional1545,CA,38.022502,-121.269957
Regional,1552,Regional1552,CA,37.005779,-121.554286
Regional,1555,Regional1555,CA,33.922533,-118.324463
Regional,1556,Regional1556,CA,33.742715,-117.004608
Regional,1562,Regional1562,CA,33.91369,-117.967965
Regional,1574,Regional1574,CA,33.940498,-117.275617
Regional,1576,Regional1576,CA,33.560847,-117.20645
Regional,1588,Regional1588,CA,33.230631,-117.309537
Regional,1591,Regional1591,CA,33.984059,-118.102362
Regional,1611,Regional1611,CA,36.293337,-119.310987
Regional,1616,Regional1616,CA,33.195884,-117.248198
Regional,1661,Regional1661,CA,32.839798,-116.992427
Regional,1672,Regional1672,CA,37.316832,-120.496874
Regional,1697,Regional1697,CA,33.13427,-117.177935
Regional,1700,Regional1700,CA,34.137985,-117.437861
Regional,1706,Regional1706,CA,38.117183,-121.308832
Regional,1708,Regional1708,CA,35.298177,-119.026876
Regional,1734,Regional1734,CA,34.265987,-119.2449
Regional,1742,Regional1742,CA,32.647969,-116.967447
Regional,1743,Regional1743,CA,33.868312,-117.541609
Regional,1753,Regional1753,CA,33.715763,-117.986907
Regional,1756,Regional1756,CA,37.253002,-121.802116
Regional,1852,Regional1852,CA,34.273106,-118.426903
Regional,1871,Regional1871,CA,38.135685,-122.206314
Regional,1872,Regional1872,CA,33.993912,-117.916496
Regional,1873,Regional1873,CA,34.236578,-118.560098
Regional,1895,Regional1895,CA,37.503454,-121.972603
Regional,1900,Regional1900,CA,33.576654,-117.723477
Regional,1901,Regional1901,CA,38.333888,-122.715213
Regional,1926,Regional1926,CA,40.572362,-122.349026
Regional,1933,Regional1933,CA,39.139573,-121.647303
Regional,1941,Regional1941,CA,34.219193,-119.179595
Regional,1971,Regional1971,CA,34.285279,-118.775868
Regional,1972,Regional1972,CA,34.396114,-118.460654
Regional,1987,Regional1987,CA,33.694993,-117.337702
Regional,2211,Regional2211,CA,37.38096,-122.011667
Regional,2215,Regional2215,CA,36.327977,-119.672697
Regional,2227,Regional2227,CA,38.049018,-121.373794
Regional,2268,Regional2268,CA,33.803049,-118.332205
Regional,2270,Regional2270,CA,34.032118,-117.629936
Regional,2273,Regional2273,CA,37.705513,-121.875082
Regional,2278,Regional2278,CA,36.05402,-119.028384
Regional,2279,Regional2279,CA,37.971481,-120.368614
Regional,2294,Regional2294,CA,33.67045,-117.175697
Regional,2330,Regional2330,CA,33.970236,-117.546058
Regional,2331,Regional2331,CA,33.128198,-117.26809
Regional,2334,Regional2334,CA,37.524969,-120.884091
Regional,2335,Regional2335,CA,38.370512,-120.802814
Regional,2341,Regional2341,CA,38.581194,-121.284309
Regional,2424,Regional2424,CA,35.396101,-118.973565
Regional,2452,Regional2452,CA,37.658265,-122.40416
Regional,2473,Regional2473,CA,36.224701,-119.329454
Regional,2481,Regional2481,CA,33.128401,-117.09499
Regional,2499,Regional2499,CA,38.874154,-121.294989
Regional,2502,Regional2502,CA,34.673748,-118.145353
Regional,2508,Regional2508,CA,37.961783,-121.759339
Regional,2528,Regional2528,CA,34.472749,-117.240759
Regional,2547,Regional2547,CA,34.554517,-118.043799
Regional,2550,Regional2550,CA,32.815788,-115.569743
Regional,2583,Regional2583,CA,33.789289,-116.386926
Regional,2604,Regional2604,CA,38.005199,-122.0438
Regional,2605,Regional2605,CA,33.698342,-117.826627
Regional,2660,Regional2660,CA,36.356449,-119.332059
Regional,2712,Regional2712,CA,36.974517,-120.081008
Regional,2714,Regional2714,CA,34.048604,-118.334922
Regional,2730,Regional2730,CA,35.645166,-120.658145
Regional,2755,Regional2755,CA,38.555311,-121.538972
Regional,2783,Regional2783,CA,33.982441,-117.700722
Regional,2790,Regional2790,CA,37.379795,-121.900316
Regional,2805,Regional2805,CA,0,0
Regional,2842,Regional2842,CA,37.349274,-121.922905
Regional,2856,Regional2856,CA,34.109786,-117.173251
Regional,3095,Regional3095,CA,37.740326,-122.406059
Regional,3151,Regional3151,CA,34.103989,-117.903954
Regional,3164,Regional3164,CA,0,0
Regional,3170,Regional3170,CA,34.1945678,-118.9375759
Regional,3214,Regional3214,CA,32.95712,-117.03331
Regional,3352,Regional3352,CA,34.923728,-120.419571
Regional,4704,Regional4704,CA,36.848787,-119.793568
Regional,4709,Regional4709,CA,33.859209,-117.595737
Regional,4735,Regional4735,CA,33.913724,-117.971266
Regional,4767,Regional4767,CA,34.608204,-118.145541
Regional,4799,Regional4799,CA,38.680628,-121.295976
Regional,4819,Regional4819,CA,35.304314,-119.094866
Regional,4822,Regional4822,CA,33.556252,-117.179232
Regional,4824,Regional4824,CA,34.416253,-118.503123
Regional,6235,Regional6235,CA,32.739457,-117.055934
Regional,6240,Regional6240,CA,34.11516,-117.833224
Regional,6378,Regional6378,CA,33.936935,-117.287407
Regional,6405,Regional6405,CA,39.139663,-121.645515
Regional,6433,Regional6433,CA,38.363995,-121.957925
Regional,6455,Regional6455,CA,34.225169,-119.161391
